b'\xe0\xa6\xae\xe0\xa6\x9c\xe0\xa6\xbe\xe0\xa6\xb0 \xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x95\xe0\xa7\x8b\xe0\xa6\xaa',b'Tk. 295',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x9c\xe0\xa6\xbe\xe0\xa7\x9f\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\x9f \xe0\xa6\xaa\xe0\xa6\xbf\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xb8\xe0\xa7\x87\xe0\xa6\xb2',b'Tk. 880',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Fun With Measurement',b'Tk. 790',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Mystery Of Chemistry',b'Tk. 925',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Onnorokom Science Box (English Version) : Rokomari Collection',"b'Tk. 5,536'",b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Amazing Electricity',b'Tk. 821',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Magic of Magnet',b'Tk. 971',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Color Of Light',b'Tk. 652',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Solar System JAINCOLAB',"b'Tk. 5,000'",b'Brand: Jainco\nCategory: Science Kit'
,,
b'\xe0\xa6\x85\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xb0\xe0\xa6\x95\xe0\xa6\xae \xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\x9c\xe0\xa7\x8d\xe0\xa6\x9e\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xb8 (\xe0\xa6\xb0\xe0\xa6\x95\xe0\xa6\xae\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa6\xbf \xe0\xa6\x95\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa7\x87\xe0\xa6\x95\xe0\xa6\xb6\xe0\xa6\xa8)',"b'Tk. 5,536'",b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x85\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xb0\xe0\xa6\x95\xe0\xa6\xae \xe0\xa6\x9c\xe0\xa7\x8d\xe0\xa6\x9e\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xb8 (\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x82\xe0\xa6\xb2\xe0\xa6\xbe\xe0\xa6\xa6\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa7\x87\xe0\xa6\xb0 \xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xa5\xe0\xa6\xae \xe0\xa6\xb8\xe0\xa6\xbe\xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xb8 \xe0\xa6\x95\xe0\xa6\xbf\xe0\xa6\x9f)',b'Tk. 650',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x85\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xb0\xe0\xa6\x95\xe0\xa6\xae \xe0\xa6\x9c\xe0\xa7\x8d\xe0\xa6\x9e\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xb8',b'Tk. 650',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Logitech USB Headset H390',"b'Tk. 4,000'",b'Brand: Logitech\nCategory: Headphone'
,,
b'LOGITECH G633 ARTEMIS SPECTRUM RGB 7.1 SURROUND GAMING HEADSET',"b'Tk. 16,200'",b'Brand: Logitech\nCategory: Headphone'
,,
b'LOGITECH G231 PRODIGY GAMING HEADSET',"b'Tk. 6,600'",b'Brand: Logitech\nCategory: Headphone'
,,
b'Huawei AM13 Bass Earphone',"b'Tk. 1,320'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei AM116 In-Earphone',b'Tk. 950',b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei AM115 In-Earphone',b'Tk. 500',b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei AM61 Sport Bluetooth Wireless Headphones (Blue)',"b'Tk. 2,200'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei AM61 Sport Bluetooth Wireless Headphones (Black)',"b'Tk. 2,200'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei CM70-C FreeLace Earphone (Emerald Green)',"b'Tk. 4,650'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei CM70-C FreeLace Earphone (Amber Sunrise)',"b'Tk. 4,650'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei CM70-C FreeLace Earphone (Black)',"b'Tk. 4,650'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei Free Buds-Lite wireless earphones(Black)',"b'Tk. 6,500'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei Free Buds-Lite wireless earphones (White)',"b'Tk. 6,500'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei FreeBuds 3 (Carbon Black)',"b'Tk. 14,400'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Huawei FreeBuds 3 (Ceramic White)',"b'Tk. 14,400'",b'Brand: Huawei\nCategory: Headphone'
,,
b'Microlab Outlander Headphone (Black)',"b'Tk. 8,200'",b'Brand: Microlab\nCategory: Headphone'
,,
b'Microlab Mogul Headphone (Brown)',"b'Tk. 7,300'",b'Brand: Microlab\nCategory: Headphone'
,,
b'REMAX RB-520HB WIRELESS BLUETOOTH HEADPHONE',"b'Tk. 2,200'",b'Brand: Remax\nCategory: Headphone'
,,
b'Mi Bluetooth In Ear Headset - Mini',"b'Tk. 1,190'",b'Brand: Xiaomi\nCategory: Headphone'
,,
b'Mi ANC In-Ear Headphones Type-C',"b'Tk. 3,600'",b'Brand: Xiaomi\nCategory: Headphone'
,,
b'Mi In Ear Piston Earphone Type C - Black',b'Tk. 790',b'Brand: Xiaomi\nCategory: Headphone'
,,
b'MI In Ear Headphones Basic - Black',b'Tk. 450',b'Brand: Xiaomi\nCategory: Headphone'
,,
b'E1018BT - iBFree Sport BT In-Ear Headphones - E1018BT',"b'Tk. 1,750'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'Virtual 7.1 Channels Gaming Headset - VH510',"b'Tk. 3,050'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Vpro Gaming Headset - VH530',"b'Tk. 3,150'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Gaming VPRO Headphone (VH600)',"b'Tk. 3,900'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Gaming VPRO Gaming Headset (VH200)',"b'Tk. 2,550'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Bluetooth Mini Speaker (A100)',"b'Tk. 1,500'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Bluetooth Earphones (VM600)',"b'Tk. 5,000'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'RAPOO Bluetooth Gaming Headset (VM300)',"b'Tk. 2,000'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Bluetooth Headphone (H6020)',"b'Tk. 1,400'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Remax Sporty Bluetooth Earphone  (RB-S8)',"b'Tk. 2,050'",b'Brand: Remax\nCategory: Headphone'
,,
b'Remax Sporty Bluetooth Earphone (RB-S7)',"b'Tk. 2,050'",b'Brand: Remax\nCategory: Headphone'
,,
b'Remax Bluetooth Earphone (RB-S5)',"b'Tk. 1,350'",b'Brand: Remax\nCategory: Headphone'
,,
b'Remax Pure Sound Neckband Sports Bluetooth Earphone (RB-S19)',"b'Tk. 1,200'",b'Brand: Remax\nCategory: Headphone'
,,
b'Remax Neckband Bluetooth Sports Earphone (RB-S25)',"b'Tk. 1,050'",b'Brand: Remax\nCategory: Headphone'
,,
b'Remax Magnet Sports Bluetooth Earphone (RB-S2)',"b'Tk. 1,480'",b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RB-T10 Bluetooth Earphone (RB-T10)',b'Tk. 710',b'Brand: Remax\nCategory: Headphone'
,,
b'Remax RB-T8 Bluetooth Earphone (RB-T8)',b'Tk. 720',b'Brand: Remax\nCategory: Headphone'
,,
b'HAVIT Mini Wireless Bluetooth Earphone (I15)',b'Tk. 900',b'Brand: Havit\nCategory: Headphone'
,,
b'HAVIT Bluetooth Headphone (H2561BT)',b'Tk. 950',b'Brand: Havit\nCategory: Headphone'
,,
b'HAVIT Bluetooth Headphone (H2582BT)',"b'Tk. 1,875'",b'Brand: Havit\nCategory: Headphone'
,,
b'HAVIT Bluetooth Headphone (H2556BT)',"b'Tk. 1,800'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Gaming Wired Headphone (H2007U)',"b'Tk. 2,700'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wireless Earphone (Black Color) (I39)',"b'Tk. 1,300'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wireless Earphone (Black Color) (I37)',"b'Tk. 1,300'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit True Wireless Sports Earbuds (G1)',"b'Tk. 5,500'",b'Brand: Havit\nCategory: Headphone'
,,
b'Proda PD-E200 Pauz Series Wired Music In-Ear Headphones',b'Tk. 250',b'Brand: PRODA\nCategory: Headphone'
,,
b'Havit Mobile Holder (H711)',b'Tk. 525',b'Brand: Havit\nCategory: Headphone'
,,
b'REMAX RM-305M Metal Earphone',b'Tk. 850',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RM-512 Wired Music Earphone',b'Tk. 250',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RM-501 High Performance Wired Earphone',b'Tk. 400',b'Brand: Remax\nCategory: Headphone'
,,
b'Remax RM-330 Wired In-ear Music Earphone',b'Tk. 600',b'Brand: Remax\nCategory: Headphone'
,,
b'Remax RB-T9 Bluetooth Earphone',b'Tk. 650',b'Brand: Remax\nCategory: Headphone'
,,
b'A4Tech Bloody G520 V7.1 Surround Sound Gaming Headset',"b'Tk. 2,150'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4Techbloody J437 Glare Gaming Headphone',"b'Tk. 2,250'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4Techbloody G437 Glare Virtual 7.1 Gaming Headphone',"b'Tk. 2,250'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'RAPOO H100 WIRED HEADSET',b'Tk. 925',b'Brand: Rapoo\nCategory: Headphone'
,,
b'LOGITECH G430 GAMING HEADSET',"b'Tk. 8,400'",b'Brand: Logitech\nCategory: Headphone'
,,
b'Logitech Stereo Headset H150',"b'Tk. 1,500'",b'Brand: Logitech\nCategory: Headphone'
,,
b'A4 Tech Head Phone HS-30 Headset',b'Tk. 850',b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4 Tech Head Phone HS-100 Headset',"b'Tk. 1,200'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'Huawei AM61 Sport Bluetooth Wireless Headphones (Red)',"b'Tk. 2,200'",b'Brand: Huawei\nCategory: Headphone'
,,
b'A4Tech MK-820 Hd Metallic Earphone (Black)',b'Tk. 799',b'Brand: A4Tech\nCategory: Headphone'
,,
b'MI In Ear Headphones Pro - Silver',"b'Tk. 1,499'",b'Brand: Xiaomi\nCategory: Headphone'
,,
b'MI In Ear Headphones Pro - Gold',"b'Tk. 1,499'",b'Brand: Xiaomi\nCategory: Headphone'
,,
b'MI In Ear Headphones Basic - Red',b'Tk. 450',b'Brand: Xiaomi\nCategory: Headphone'
,,
b'E1018BT - iBFree Sport BT In-Ear Headphones - E1018BT',"b'Tk. 1,750'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1017 - Dual Driver In-Ear Headphones - E1017',"b'Tk. 2,550'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1025 - Stylish Dual Driver In-Ear Headphones - E1025',"b'Tk. 1,600'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1025 - Stylish Dual Driver In-Ear Headphones - E1025',"b'Tk. 1,600'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1025 - Stylish Dual Driver In-Ear Headphones - E1025',"b'Tk. 1,600'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1025 - Stylish Dual Driver In-Ear Headphones - E1025',"b'Tk. 1,600'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'1M301 - Single Driver In-Ear Headphones - 1M301',"b'Tk. 1,450'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'1M301 - Single Driver In-Ear Headphones - 1M301',"b'Tk. 1,450'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1003 - Piston Classic In-Ear Headphones - E1003',"b'Tk. 1,050'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1003 - Piston Classic In-Ear Headphones - E1003',"b'Tk. 1,050'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1003 - Piston Classic In-Ear Headphones - E1003',"b'Tk. 1,050'",b'Brand: 1MORE\nCategory: Headphone'
,,
b'E1009 - Piston Fit In-Ear Headphones  - E1009',b'Tk. 650',b'Brand: 1MORE\nCategory: Headphone'
,,
b'In-Ear Headset - EP28 (Black)',b'Tk. 500',b'Brand: Rapoo\nCategory: Headphone'
,,
b'Samsung In-Ear Basic Mass Earphone (EO-IG935B)-White',b'Tk. 970',b'Brand: Samsung\nCategory: Headphone'
,,
b'Samsung In-Ear Basic Mass Earphone (EO-IG935B)-Black',b'Tk. 970',b'Brand: Samsung\nCategory: Headphone'
,,
b'Samsung MIC 3 Button EO-HS1303 Headphones (Pink)',b'Tk. 550',b'Brand: Samsung\nCategory: Headphone'
,,
b'Samsung MIC 3 Button EO-HS1303 Headphones (White)',b'Tk. 550',b'Brand: Samsung\nCategory: Headphone'
,,
b'Samsung MIC 3 Button EO-HS1303 Headphones (Blue)',b'Tk. 550',b'Brand: Samsung\nCategory: Headphone'
,,
b'Samsung MIC 3 Button EO-HS1303 Headphones (Green)',b'Tk. 550',b'Brand: Samsung\nCategory: Headphone'
,,
b'Samsung MIC 3 Button EO-HS1303 Headphones (Black)',b'Tk. 550',b'Brand: Samsung\nCategory: Headphone'
,,
b'Rapoo Backlit Gaming Headset (VH150)',"b'Tk. 2,450'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Wireless Neckband Earphone (VM210)',"b'Tk. 1,850'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Bluetooth Headset (S500)',"b'Tk. 2,500'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Bluetooth Headphone (S200)',"b'Tk. 2,650'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo USB Wired Headphone (H120)',b'Tk. 925',b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Black In-Ear Gaming headset (VM150)',"b'Tk. 1,480'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Grey Headphone (VM120)',b'Tk. 750',b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Wired In-Ear Phone (EP20)',b'Tk. 950',b'Brand: Rapoo\nCategory: Headphone'
,,
b'Rapoo Wired In-Ear Phone (EP30)',b'Tk. 500',b'Brand: Rapoo\nCategory: Headphone'
,,
b'Remax Bluetooth Earphone ( RB-T7)',b'Tk. 750',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX Wireless Stereo Bluetooth Handsfree Headset (RB-T1)',b'Tk. 540',b'Brand: Remax\nCategory: Headphone'
,,
b'Remax Wireless Bluetooth Twins Earphone with Charging box (TWS-5)',"b'Tk. 3,600'",b'Brand: Remax\nCategory: Headphone'
,,
b'Remax Sporty Magnetic Bluetooth Earphone (RB-S18)',b'Tk. 950',b'Brand: Remax\nCategory: Headphone'
,,
b'HAVIT WIRED EARPHONE (E69P)',b'Tk. 250',b'Brand: Havit\nCategory: Headphone'
,,
b'HAVIT WIRED EARPHONE (E68P)',b'Tk. 300',b'Brand: Havit\nCategory: Headphone'
,,
b'HAVIT WIRED EARPHONE (E58P)',b'Tk. 375',b'Brand: Havit\nCategory: Headphone'
,,
b'HAVIT Bluetooth Earpiece (H961BT)',"b'Tk. 1,080'",b'Brand: Havit\nCategory: Headphone'
,,
b'HAVIT Bluetooth Headphone (H2575BT)',"b'Tk. 1,500'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wired Headphone (H2218D)',b'Tk. 700',b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wired Headphone (H2105D)',b'Tk. 326',b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wired Headphone (H2198D)',b'Tk. 550',b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wired Headphone (H2215D)',b'Tk. 950',b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wired Headphone (H2178D)',b'Tk. 550',b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Gaming Wired Headphone (H2239D)',"b'Tk. 1,200'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Gaming Wired Headphone (H2168D)',"b'Tk. 1,200'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Gaming Wired Headphone (H2002D)',"b'Tk. 3,000'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wired Headphone (H2262D)',b'Tk. 700',b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Wireless Headphone (F9)',"b'Tk. 2,500'",b'Brand: Havit\nCategory: Headphone'
,,
b'Havit Car Charger (CC8801) (2 USB)',b'Tk. 400',b'Brand: Havit\nCategory: Headphone'
,,
b'REMAX RM-610D Wired Earphone',b'Tk. 650',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RM-510 Wired Music  Earphone',b'Tk. 340',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RM-502 Wired Crazy Robot Earphone',b'Tk. 300',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RM-585 Metal Stereo Wired Earphone',b'Tk. 550',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RM-565i Stainless Steel Wired Earphone',b'Tk. 600',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX RM-515 Candy Series Wired Earphone',b'Tk. 400',b'Brand: Remax\nCategory: Headphone'
,,
b'Remax RM-711 Wired In-Ear Earphone',b'Tk. 316',b'Brand: Remax\nCategory: Headphone'
,,
b'Remax RM-550 Wired In ear Earphone',b'Tk. 298',b'Brand: Remax\nCategory: Headphone'
,,
b'REMAX  RM-805 Wired Headset Music Over-ear Headphone',b'Tk. 900',b'Brand: Remax\nCategory: Headphone'
,,
b'A4Tech Bloody G530 Virtual 7.1 Surround Sound Gaming Headset',"b'Tk. 2,350'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4Tech Bloody G310 Comfort Glare Gaming Headphone',"b'Tk. 1,700'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4 TECH MK-750 EARPHONE',b'Tk. 750',b'Brand: A4Tech\nCategory: Headphone'
,,
b'Logitech Stereo Headset H151',"b'Tk. 1,500'",b'Brand: Logitech\nCategory: Headphone'
,,
b'BT Headphone S100',"b'Tk. 1,700'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'BT Headphone S100',"b'Tk. 3,500'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'BT Headphone S100',"b'Tk. 3,500'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'BT Headphone S100',"b'Tk. 1,700'",b'Brand: Rapoo\nCategory: Headphone'
,,
b'A4 Tech Bloody -Tone control G 500',"b'Tk. 2,500'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4 Tech Head phone HS-7P',b'Tk. 800',b'Brand: A4Tech\nCategory: Headphone'
,,
"b'A4 Tech Head Phone T-120-1 Headset, Black'",b'Tk. 800',b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4 Tech Head Phone HS-105 Headset',b'Tk. 850',b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4 Tech Head Phone MK-650BK Metalic Earphone',b'Tk. 600',b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4 Tech Head Phone S-7-1 Earphone Black',b'Tk. 500',b'Brand: A4Tech\nCategory: Headphone'
,,
b'A4 Tech Head Phone S-5 Earphone Black',b'Tk. 350',b'Brand: A4Tech\nCategory: Headphone'
,,
"b'A4 Tech Head Phone HS-28 Headset, Black'",b'Tk. 850',b'Brand: A4Tech\nCategory: Headphone'
,,
"b'A4 Tech Head Phone HS-19-1 Headset, Grey'",b'Tk. 850',b'Brand: A4Tech\nCategory: Headphone'
,,
"b'A4 Tech Gaming Headset, Bloody Tone Control Surround 7-1 (G501)'","b'Tk. 3,600'",b'Brand: A4Tech\nCategory: Headphone'
,,
b'Logitech Webcam C270',"b'Tk. 3,300'",b'Brand: Logitech\nCategory: WebCam'
,,
b'HAVIT Webcam with Microphone (V623)',"b'Tk. 1,350'",b'Brand: Havit\nCategory: WebCam'
,,
b'Logitech Webcam C922 Pro',"b'Tk. 10,100'",b'Brand: Logitech\nCategory: WebCam'
,,
b'Logitech Webcam C925E',"b'Tk. 9,980'",b'Brand: Logitech\nCategory: WebCam'
,,
b'Logitech Webcam C310',"b'Tk. 2,920'",b'Brand: Logitech\nCategory: WebCam'
,,
b'Webcam 16 Mega Pixel HD (PK-920H) - Webcam 16 Mega Pixel HD',"b'Tk. 2,600'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel HD (PK-910H)',"b'Tk. 2,370'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel HD (PK-900H)',"b'Tk. 2,200'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel (PK-836F)',b'Tk. 800',b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel (PK-331F)',"b'Tk. 1,600'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel (PK-732G)',"b'Tk. 1,700'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel (PK-770G)',"b'Tk. 1,700'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel (PK-810G)',"b'Tk. 1,700'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 16 Mega Pixel PC Camera (PK-752F)',"b'Tk. 1,400'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 5 Mega Pixel PC Camera (PK-333E)',"b'Tk. 1,200'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'A4 Tech Webcam 5 Mega Pixel PC Camera (PK-760E) - Webcam 16 Mega Pixel PC Camera',"b'Tk. 1,000'",b'Brand: A4Tech\nCategory: WebCam'
,,
b'TL-WR841HP',"b'Tk. 4,000'",b'Brand: TP-Link\nCategory: Router'
,,
b'Mi WiFi Router 4A Dual Band Gigabit Version - Global Edition',"b'Tk. 2,600'",b'Brand: Xiaomi\nCategory: Router'
,,
b'Mi WiFi Router 4A AC1200 Dual Band Global Version - White',"b'Tk. 2,100'",b'Brand: Xiaomi\nCategory: Router'
,,
b'Mi WiFi Router 4C 300Mbps Global Version - White',"b'Tk. 1,400'",b'Brand: Xiaomi\nCategory: Router'
,,
"b'Prosafe Wireless 50 Ap Supported Controller, 2 Default (WC7600)'","b'Tk. 100,000'",b'Brand: Netgear\nCategory: Router'
,,
"b'Prosafe Wireless 15 Ap Supported Controller, 10 Default (WC7500)'","b'Tk. 80,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Prosafe Outdoor Dual Band Omni Antenna Bundle Kit (ANT24501B)',"b'Tk. 4,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Prosafe Wireless Ac1200 Mbps Dual Band Poe Ap- 2 Sma Connectors With 5Dbi Or 6Dbi Internal Antenna Gain (WAC720)',"b'Tk. 18,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Universal Ac1200 Mbps Dual Band Wifi Range Extender (EX6110)',"b'Tk. 3,850'",b'Brand: Netgear\nCategory: Router'
,,
b'Universal Ac750 Mbps Dual Band Wifi Range Extender2 (EX3110)',"b'Tk. 3,500'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless-N 300Mbps Dual Band Poe High Powered Outdoor Ap (WND930)',"b'Tk. 65,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Prosafe Wireless-N 300 Mbps Poe Ap- 1X 10 To 100 To 1000 And 4X10 By 100 Ethernet Port (WN370)',"b'Tk. 10,500'",b'Brand: Netgear\nCategory: Router'
,,
b'Insight Instant VPN Router (BR500)',"b'Tk. 18,500'",b'Brand: Netgear\nCategory: Router'
,,
b'Nighthawk AX8 by 8-stream AX6000 WiFi Router (RAX80)',"b'Tk. 34,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ad7200 Mbps Tri-Band Quad-Stream Nighthawk X10 Gigabit Wifi Router (R9000)',"b'Tk. 39,500'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac2600 Mbps Dual-Band Pro Gaming Wifi Router (XR500) Mug FREE',"b'Tk. 26,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac3200 Mbps Tri-Band Nighthawk X6 Gigabit Wifi Router (R8000) Mug FREE',"b'Tk. 20,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac2600 Mbps Dual Band Nighthawk X4S Smart Wifi Gaming Gigabit Wifi Router (R7800) Mug FREE',"b'Tk. 20,000'",b'Brand: Netgear\nCategory: Router'
,,
b'WIRELESS AC1900 Mbps Dual Band Nighthawk Gigabit WiFi Router (R7000) Mug FREE',"b'Tk. 16,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac1750 Mbps Dual Band Gigabit Smart Wifi Router (R6350) Mug FREE',"b'Tk. 8,500'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac1600 Mbps Dual Band Gigabit Smart Wifi Router (R6260) Mug FREE',"b'Tk. 6,900'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac1200 Mbps Dual Band Gigabit Smart Wifi Router (R6220) Mug FREE',"b'Tk. 5,900'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac1200 Mbps Dual Band Wifi Router (R6120) Mug FREE',"b'Tk. 4,450'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac1000 Mbps Dual Band Router (R6080) Mug FREE',"b'Tk. 3,500'",b'Brand: Netgear\nCategory: Router'
,,
b'Wireless Ac1200 Mbps Dual Band Poe Ap With 3Dbi And 6Dbi Internal Antenna Gain (WAC510)',"b'Tk. 11,000'",b'Brand: Netgear\nCategory: Router'
,,
b'Readynas 12-Bay Rackmount Storage (RR231200)',"b'Tk. 165,000'",b'Brand: Netgear\nCategory: Router'
,,
